strategy,symbols,emaFast,emaSlow,minRsi,maxRsi,minVolumeFactor,maxVolumeFactor,atrStop,atrTake,trainTrades,trainNetPnl,trainPF,trainWinRate,trainMaxDD,testTrades,testNetPnl,testPF,testWinRate,testMaxDD,score,candidate
"trendPullback","BTC-USDT","9","21","45","58","1","N/A","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1","2","3","-0.54","0.72","66.67","1.95","11","-5.09","0.53","27.27","5.02","-6.3","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1","2","0","0","N/A","0","0","4","-3.72","0","0","2.61","-10.05","false"
"trendPullback","ETH-USDT","20","50","45","58","1","N/A","1","2","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","20","50","45","58","1","N/A","1","2","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1","2","6","-2.84","0.46","50","5.26","12","-0.43","0.96","41.67","3.89","7.15","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1","2","0","0","N/A","0","0","4","-3.72","0","0","2.61","-10.05","false"
"trendPullback","ETH-USDT","30","100","45","58","1","N/A","1","2","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","30","100","45","58","1","N/A","1","2","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","N/A","1.2","1.8","6","-6.88","0.09","16.67","6.88","7","-5.67","0.32","28.57","2.88","-10.57","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","3","-3.18","0","0","1.94","-8.3","false"
"trendPullback","ETH-USDT","9","21","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendPullback","BTC-USDT","9","21","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1.2","1.8","3","-0.99","0.56","66.67","2.24","11","-7.18","0.41","27.27","5.75","-13.21","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","4","-4.08","0","0","2.84","-11","false"
"trendPullback","ETH-USDT","20","50","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendPullback","BTC-USDT","20","50","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","3","-2.84","0","0","2.84","-8.52","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1.2","1.8","6","-1.01","0.77","66.67","4.37","12","-2.85","0.74","41.67","4.48","1.07","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","4","-4.09","0","0","2.85","-11.03","false"
"trendPullback","ETH-USDT","30","100","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendPullback","BTC-USDT","30","100","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","3","-2.85","0","0","2.85","-8.55","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","N/A","1.5","2.5","5","-5.69","0.17","20","5.69","5","-6.61","0.24","20","4.08","-14.05","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.53","0","0","1.43","-6.49","false"
"trendPullback","ETH-USDT","9","21","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendPullback","BTC-USDT","9","21","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1.5","2.5","3","-4.86","0","0","4.86","8","-6.66","0.45","25","6.8","-15.62","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.53","0","0","1.43","-6.49","false"
"trendPullback","ETH-USDT","20","50","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendPullback","BTC-USDT","20","50","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1.5","2.5","6","-4.13","0.44","33.33","6.04","9","-0.52","0.95","44.44","5.31","5.35","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.53","0","0","1.43","-6.49","false"
"trendPullback","ETH-USDT","30","100","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendPullback","BTC-USDT","30","100","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1.2","N/A","1","1.5","4","-6.1","0","0","6.1","4","-3.39","0.24","25","2.48","-6.86","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-2","0","0","1.11","-5.11","false"
"trendPullback","ETH-USDT","9","21","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","9","21","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1.2","N/A","1","1.5","3","-0.95","0.51","66.67","1.95","7","-1.86","0.68","42.86","3.76","1.87","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-2","0","0","1.11","-5.11","false"
"trendPullback","ETH-USDT","20","50","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","20","50","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1.2","N/A","1","1.5","5","-4.27","0.19","40","5.26","9","-1.56","0.77","44.44","3.88","1.65","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","3","-2.83","0","0","1.72","-7.38","false"
"trendPullback","ETH-USDT","30","100","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","30","100","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-1.72","0","0","1.72","-5.16","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1.2","N/A","1","2","4","-6.1","0","0","6.1","4","-2.89","0.35","25","2.48","-4.76","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","58","1.2","N/A","1","2","0","0","N/A","0","0","2","-2","0","0","1.11","-5.11","false"
"trendPullback","ETH-USDT","9","21","45","58","1.2","N/A","1","2","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","9","21","45","58","1.2","N/A","1","2","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1.2","N/A","1","2","3","-0.54","0.72","66.67","1.95","7","-0.1","0.98","42.86","3.76","9.44","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1.2","N/A","1","2","0","0","N/A","0","0","2","-2","0","0","1.11","-5.11","false"
"trendPullback","ETH-USDT","20","50","45","58","1.2","N/A","1","2","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","20","50","45","58","1.2","N/A","1","2","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1.2","N/A","1","2","5","-3.85","0.27","40","5.26","9","0.78","1.12","44.44","3.89","0.22","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1.2","N/A","1","2","0","0","N/A","0","0","3","-2.83","0","0","1.72","-7.38","false"
"trendPullback","ETH-USDT","30","100","45","58","1.2","N/A","1","2","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendPullback","BTC-USDT","30","100","45","58","1.2","N/A","1","2","0","0","N/A","0","0","2","-1.72","0","0","1.72","-5.16","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1.2","N/A","1.2","1.8","4","-6.91","0","0","6.91","4","-3.71","0.27","25","2.88","-7.6","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","2","-2.21","0","0","1.24","-5.66","false"
"trendPullback","ETH-USDT","9","21","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendPullback","BTC-USDT","9","21","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-0.97","0","0","0.97","-2.91","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1.2","N/A","1.2","1.8","3","-0.99","0.56","66.67","2.24","7","-1.6","0.76","42.86","4.33","2.87","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","2","-2.21","0","0","1.24","-5.66","false"
"trendPullback","ETH-USDT","20","50","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendPullback","BTC-USDT","20","50","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-0.97","0","0","0.97","-2.91","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1.2","N/A","1.2","1.8","5","-1.86","0.57","60","4.37","9","-1.09","0.86","44.44","4.5","4.77","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","3","-3.12","0","0","1.88","-8.12","false"
"trendPullback","ETH-USDT","30","100","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendPullback","BTC-USDT","30","100","45","58","1.2","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.88","0","0","1.88","-5.64","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1.2","N/A","1.5","2.5","4","-6.87","0","0","6.87","4","-3.85","0.36","25","3.46","-7.56","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.52","0","0","1.43","-6.47","false"
"trendPullback","ETH-USDT","9","21","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendPullback","BTC-USDT","9","21","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.09","0","0","1.09","-3.27","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1.2","N/A","1.5","2.5","3","-4.86","0","0","4.86","6","-2.22","0.71","33.33","5.14","-2.48","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.52","0","0","1.43","-6.47","false"
"trendPullback","ETH-USDT","20","50","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendPullback","BTC-USDT","20","50","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.09","0","0","1.09","-3.27","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1.2","N/A","1.5","2.5","5","-5.52","0.26","20","7.43","8","-0.99","0.89","37.5","5.31","2.91","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","3","-3.53","0","0","2.1","-9.16","false"
"trendPullback","ETH-USDT","30","100","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendPullback","BTC-USDT","30","100","45","58","1.2","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.1","0","0","2.1","-6.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.2","1","1.5","3","-1.4","0.27","33.33","1.92","5","0.68","1.23","60","2.04","2.97","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.2","1","1.5","5","-4.15","0.07","20","4.46","12","-9.76","0.29","33.33","8.76","-25.03","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.2","1","1.5","8","-4.94","0.22","37.5","4.94","12","-6.54","0.44","41.67","5.55","-13.13","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.2","1","2","3","-1.07","0.44","33.33","1.92","4","0.8","1.27","50","2.04","4.46","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.2","1","2","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.2","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.2","1","2","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.2","1","2","5","-3.86","0.13","20","4.46","11","-9.29","0.32","27.27","9.31","-24.04","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.2","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.2","1","2","8","-3.93","0.38","37.5","4.46","11","-5.52","0.53","36.36","5.55","-9.39","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.2","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.2","1.2","1.8","3","-1.36","0.35","33.33","2.09","4","-0.09","0.97","50","2.34","8.93","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","1","-0.97","0","0","0.97","-2.91","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","1","-0.97","0","0","0.97","-2.91","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.2","1.2","1.8","4","-3.05","0.14","25","3.53","10","-5.97","0.48","40","5.83","-12.27","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.2","1.2","1.8","7","-3.68","0.35","42.86","3.68","11","-4.45","0.61","45.45","5.85","-6.9","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.2","1.5","2.5","3","-1.11","0.52","33.33","2.3","4","-4.57","0.29","25","5.38","-9.02","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.2","1.5","2.5","4","-5.22","0","0","5.22","7","-6.75","0.46","28.57","7.44","-16.34","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.2","1.5","2.5","7","-5.33","0.32","28.57","5.33","8","-4.44","0.65","37.5","7.02","-7.8","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.5","1","1.5","4","-2.3","0.18","25","2.82","6","-0.09","0.98","50","2.04","8.48","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.5","1","1.5","5","-1.19","0.52","60","1.81","13","-7.84","0.43","38.46","6.85","-15.63","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.5","1","1.5","8","-1.98","0.55","62.5","2.29","13","-4.61","0.6","46.15","5.03","-5.5","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.5","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.5","1","2","4","-1.97","0.3","25","2.82","6","1.58","1.41","50","2.04","6.72","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.5","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.5","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.5","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.5","1","2","5","-0.48","0.81","60","1.39","13","-5.09","0.63","38.46","5.12","-4.95","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.5","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.5","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.5","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.5","1","2","8","-0.55","0.87","62.5","1.87","13","-1.29","0.89","46.15","5.04","5.63","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.5","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.5","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.5","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.5","1.2","1.8","4","-2.34","0.24","25","3.07","6","0.41","1.1","50","2.34","0.68","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.5","1.2","1.8","5","-1.11","0.61","60","1.9","11","-3.72","0.68","45.45","5.85","-3.44","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","48","58","0.8","1.5","1.2","1.8","8","-1.74","0.65","62.5","2.13","12","-2.18","0.81","50","5.85","1.14","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","3","-1.62","0.14","33.33","1.89","-3.73","false"
"trendPullback","ETH-USDT","30","100","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","48","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","3","-1.62","0.14","33.33","1.89","-3.73","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","48","58","0.8","1.5","1.5","2.5","4","-2.22","0.35","25","3.41","4","-4.36","0.33","25","5.38","-9.05","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","48","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","9","21","48","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","48","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","48","58","0.8","1.5","1.5","2.5","4","-5.22","0","0","5.22","8","-3.47","0.73","37.5","7.03","-6.67","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","48","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","20","50","48","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","48","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
